xValue,yValue
5/1/2009,962
6/21/2013,852
2/13/1989,43
11/18/2016,390
9/7/2006,459
10/9/1991,908
12/3/2003,493
7/31/1992,271
3/11/1988,222
4/10/1992,949
11/11/1986,298
5/29/1994,773
2/5/2010,16
11/11/1993,761
6/16/2010,955
4/26/2016,470
9/16/1991,110
2/15/2012,521
9/21/1991,983
9/1/1990,208
2/23/2004,940
8/15/2017,766
6/24/1995,893
9/24/2005,330
9/8/1983,188
10/31/1982,470
5/24/2002,15
8/11/1989,887
2/5/2013,670
4/14/1980,400
4/9/1996,888
3/10/2014,991
6/25/2017,252
8/10/1996,205
4/25/1998,744
2/14/2011,602
3/19/1982,424
4/25/2007,729
8/8/2011,0
11/12/1980,969
4/22/2016,542
9/26/1987,127
2/5/2016,721
1/5/1983,845
9/15/2013,352
1/30/1989,667
4/1/2004,152
9/29/2010,705
7/17/1994,248
6/28/2009,456
9/3/1980,522
9/15/2002,667
2/10/1999,88
1/5/2008,108
9/14/1983,539
12/25/2004,551
9/11/2005,802
7/3/1992,716
10/23/1988,929
4/12/2010,508
2/15/2013,615
2/8/2007,562
4/27/2011,599
11/24/1986,983
3/21/1992,287
5/27/1995,637
5/2/2018,727
8/27/1987,876
2/5/1996,804
12/7/2002,721
7/6/2004,250
11/14/1995,645
12/21/1998,919
3/12/1992,217
11/17/1990,894
10/29/1981,32
4/30/2010,209
6/30/1993,148
5/1/2013,896
10/18/2000,510
7/16/2000,920
1/10/1980,468
7/25/2001,534
3/9/1982,341
10/28/2015,664
1/13/2005,857
2/6/1987,401
11/24/2004,802
3/16/1990,480
7/17/1998,760
10/27/2012,977
11/16/1985,272
5/7/1980,461
2/6/1996,575
3/9/2016,548
6/25/2014,157
6/22/1993,983
7/6/2006,513
11/19/2018,318
2/27/1992,684
10/11/2013,231
3/4/2009,972
2/26/1982,772
9/16/2001,505
6/1/1992,125
9/21/2001,887
9/18/2006,23
5/23/2001,499
2/9/1994,683
2/9/2008,83
6/17/2017,655
10/29/2004,719
12/2/1999,990
11/26/2017,717
1/25/1989,97
11/2/2005,633
9/13/1980,2
8/1/1993,633
5/2/1981,931
6/30/1985,557
3/12/1987,171
3/1/2000,993
7/12/2005,9
7/26/2003,488
7/29/1999,51
2/11/2013,523
12/18/2007,274
7/29/2017,295
11/30/1996,26
12/30/1983,555
4/7/1987,386
11/28/2013,576
7/21/1986,494
7/6/1985,154
7/10/2015,704
8/20/2009,222
12/8/1993,812
12/3/2018,157
11/26/1993,881
6/22/2006,929
10/25/1989,519
3/17/2003,781
12/13/2013,870
4/15/1987,769
6/20/1981,901
8/13/2007,289
9/1/2005,973
10/8/2014,461
5/25/1999,655
2/3/1985,736
6/24/1997,937
8/23/1995,308
5/6/1981,628
9/28/2001,423
11/14/1985,669
4/14/1989,593
8/18/1994,683
1/12/1988,974
3/4/1985,274
4/11/1993,104
8/12/1989,509
2/3/2004,143
12/28/1984,558
4/29/2011,97
6/26/2010,602
11/18/2007,747
5/1/1982,236
11/12/1999,275
8/21/2000,365
6/20/1999,264
12/30/1997,515
9/28/1983,290
11/14/2009,482
2/17/2009,783
12/9/2004,470
8/3/1989,997
7/20/1986,149
9/15/1995,813
12/19/2014,474
11/14/1991,970
9/12/1985,59
6/21/2000,128
11/22/2016,767
10/2/1981,329
11/20/2009,992
3/15/2002,60
7/8/1982,947
5/31/2013,274
8/11/2002,913
12/4/1988,216
11/18/1999,136
2/5/1996,826
6/22/1983,172
11/6/1989,582
5/10/1991,121
4/6/2014,89
2/2/1999,411
4/17/1994,750
3/11/2003,621
7/4/1988,838
12/20/1980,950
2/8/2008,990
4/15/1992,482
11/1/2003,370
4/29/2011,920
5/13/2004,129
5/26/2005,233
8/27/2015,401
7/26/2013,564
11/27/2011,135
12/12/1993,778
12/20/2000,789
2/4/1992,694
3/17/1981,511
9/16/1988,243
11/16/2018,979
10/7/1994,555
7/17/1982,824
2/25/1980,515
8/5/1987,584
4/27/1986,672
4/23/1999,748
4/28/2015,423
1/1/1988,812
2/16/1983,29
7/28/1998,473
11/13/1984,376
9/6/2001,953
1/8/1985,559
12/3/2005,862
6/30/2012,283
9/8/2000,945
3/12/2013,500
8/1/2008,735
3/12/2005,249
3/2/2017,237
11/19/1991,80
4/4/2005,426
9/21/1982,262
2/9/1996,79
9/14/2007,995
10/18/2002,28
4/27/2005,581
2/28/2007,122
4/16/1987,526
6/28/2005,23
10/11/1988,985
9/21/1999,768
3/10/2016,344
11/27/2009,91
8/12/2013,173
3/19/2008,298
10/4/1991,897
3/28/2017,949
1/22/2001,445
5/4/2013,263
12/21/2004,625
12/17/1992,25
12/21/2016,120
5/22/2002,480
10/4/2016,659
7/11/2010,409
3/14/2017,804
1/21/1996,609
6/8/1986,313
4/10/2000,106
6/8/2010,561
5/18/2004,955
11/7/2010,694
5/19/1985,133
2/25/1985,505
3/26/1992,301
12/12/2002,370
8/23/2007,355
3/28/2013,320
10/30/2005,135
11/25/1992,574
3/26/1989,286
7/29/1983,735
11/17/1987,297
9/12/2007,105
11/5/1981,982
10/26/2015,203
6/26/1998,130
1/22/1996,158
1/19/2004,810
4/11/2003,801
6/2/2005,907
1/28/1991,259
9/30/2001,506
8/19/2014,627
4/4/2014,255
12/19/1985,116
3/28/1983,241
8/24/1992,782
1/16/2014,910
3/28/2016,830
4/27/1998,930
1/11/2009,24
1/17/2015,298
2/17/1981,949
11/27/1983,852
5/21/2016,403
4/29/1982,85
7/14/1997,320
11/20/1993,793
2/3/1993,85
6/19/1980,841
8/15/2006,730
10/31/1995,353
12/15/1999,832
11/20/1992,121
1/28/2015,281
2/27/2014,952
12/25/2016,303
2/22/1982,444
3/17/2007,64
5/24/2018,743
8/29/1981,186
10/18/1991,393
1/8/2019,159
9/2/2007,291
4/10/2006,924
7/13/1995,90
6/11/1991,810
3/20/1992,915
10/9/2017,256
7/19/1987,324
11/22/2010,91
3/4/2012,230
1/16/1983,200
4/10/1983,30
10/16/2010,449
11/19/2003,873
5/28/2009,159
2/17/2014,469
1/25/1996,98
5/25/2003,625
6/30/2007,833
3/7/1991,421
8/12/2002,17
2/1/2009,966
12/30/2010,101
3/20/2009,70
5/18/2018,158
9/29/1988,313
4/16/2018,22
5/1/1983,579
10/25/1987,968
12/16/2013,562
5/7/1994,856
12/6/1982,45
6/23/1980,221
7/26/2000,439
7/18/1988,249
12/1/2018,188
8/3/2006,919
8/4/2014,960
10/21/1992,396
1/13/1980,367
4/2/2013,885
1/3/1988,594
11/27/2011,113
1/5/2015,543
9/30/2002,893
3/6/1988,828
6/25/2009,824
8/15/1988,675
1/20/2012,729
1/24/1990,337
8/16/2011,633
3/9/2000,933
2/11/1980,145
9/11/1983,287
8/5/2001,322
12/5/2005,659
1/25/2007,869
12/20/1981,130
6/3/2001,174
4/26/2002,308
3/2/1991,706
9/12/1988,958
4/7/2018,664
12/9/2016,691
6/25/1985,20
5/22/2004,862
5/13/2011,139
7/29/1984,984
7/10/2018,492
8/17/2010,119
2/13/2012,247
8/1/2002,695
2/23/1990,549
2/11/2019,346
6/16/2001,599
8/2/1987,297
9/19/2006,413
11/8/1998,371
3/7/1982,974
3/13/1990,676
7/8/2012,413
7/26/2007,79
6/5/1980,216
3/23/2006,712
2/28/2018,610
9/19/2016,372
1/31/2014,332
9/21/1993,646
11/26/2015,107
3/25/1984,74
7/24/1991,258
4/13/2000,252
3/7/1992,722
6/30/1995,421
4/21/1999,925
8/28/1985,124
11/8/2003,4
9/30/1984,340
2/18/2016,119
11/19/2018,783
11/26/1984,335
9/17/1983,827
10/24/1992,166
7/21/1985,269
6/2/2003,178
7/11/2007,21
11/12/2002,728
7/31/2010,742
9/8/2012,318
9/13/2013,835
9/27/2016,552
3/14/2008,433
12/4/1997,409
12/7/2009,630
1/16/2016,538
1/10/1994,128
12/1/2003,527
9/30/1998,393
10/7/2010,397
11/27/2006,213
4/21/2004,57
9/12/1985,621
9/9/1992,444
10/15/2015,71
1/17/2008,543
4/26/2014,577
8/6/1996,326
8/25/1991,83
12/22/2007,124
11/3/1980,654
6/10/1992,16
11/14/2010,155
11/29/2003,18
7/26/1982,518
8/29/1988,59
6/23/1987,866
12/14/1980,932
3/14/2009,630
2/2/2008,905
7/29/2008,983
8/5/1999,539
6/15/1996,322
12/4/1985,474
1/13/1998,500
7/7/1984,450
2/9/1991,494
1/2/2004,269
2/15/1991,96
8/12/1995,667
9/6/1981,837
11/23/1994,656
1/19/1994,563
5/2/2001,151
10/17/2001,776
8/29/2007,343
1/11/2007,239
11/30/2016,664
9/26/1995,109
11/13/1994,424
12/20/1999,360
8/14/2002,20
5/5/2018,267
12/3/2009,329
5/6/1991,865
4/30/1986,578
3/2/2007,712
10/1/2007,442
10/16/2000,570
1/7/1985,480
9/29/2007,835
4/15/1984,537
8/14/1983,608
1/20/1990,464
6/11/2006,917
3/20/2013,615
9/13/1998,795
2/23/2004,185
4/2/2009,446
6/22/1991,773
7/14/1998,939
5/5/1988,186
7/31/2014,208
2/27/1987,620
4/29/2002,861
4/23/1981,586
9/13/1983,639
1/5/1995,21
11/25/2004,912
3/20/2008,833
8/8/1992,467
1/26/2010,804
12/27/2003,488
8/25/2006,641
10/18/1995,718
6/19/1991,563
5/26/2014,620
5/22/2017,211
3/30/2013,232
4/25/1999,38
6/17/2016,140
4/24/2013,574
10/2/2009,527
7/16/1996,971
6/18/2013,691
10/12/1999,663
8/26/2002,221
10/9/2014,293
3/2/2008,342
2/8/2007,196
4/6/1986,290
1/25/2014,904
9/8/1997,403
1/14/1997,877
11/25/1992,441
5/22/1999,555
8/22/2012,769
12/14/2014,654
8/26/2017,756
2/25/1995,597
3/23/1988,939
12/15/1995,44
11/20/1993,699
8/14/2004,261
8/31/2014,55
7/7/2006,853
9/30/2000,335
12/17/1984,293
3/6/2006,462
12/17/2010,665
5/21/2006,600
12/3/2003,236
5/3/1992,472
8/16/2017,127
12/15/1996,34
11/17/1999,347
11/3/2012,834
1/11/2014,972
2/12/1982,304
12/12/2002,474
8/31/2010,43
8/31/1995,37
2/24/1990,887
7/18/1987,840
4/6/1994,750
10/31/2011,611
1/8/2015,174
4/3/1982,65
2/10/2008,767
7/29/1992,801
11/29/2006,26
11/10/2010,96
2/18/2013,558
12/8/1984,890
10/1/2011,376
12/3/2009,619
12/26/2014,312
3/18/2012,527
9/15/2002,324
1/26/2019,715
3/4/1980,145
12/27/2016,767
8/23/1985,781
3/11/1980,404
8/31/2015,59
11/27/1992,562
12/7/2012,986
8/11/1992,760
7/28/2011,60
8/30/1993,592
12/1/2012,900
12/3/2018,193
6/4/1993,241
3/7/2008,718
7/16/2005,600
4/5/2013,51
5/27/1982,69
3/12/1995,343
1/23/1986,800
12/3/1997,738
8/28/2007,566
5/8/1997,314
10/13/1980,593
12/3/2013,421
5/28/2007,877
5/10/1985,713
1/8/1997,474
5/6/2009,29
4/29/2005,876
7/18/1997,735
2/16/1988,450
9/26/2000,716
2/23/2015,702
8/8/1993,702
8/29/2000,980
6/22/1982,262
8/24/1999,126
3/12/2001,445
2/27/1983,493
4/26/1982,967
10/24/1988,470
10/31/1982,891
1/19/1988,112
1/23/1990,499
3/18/1994,940
2/20/2008,676
2/16/1992,762
8/15/2017,819
4/3/1982,607
6/16/1984,32
2/26/1992,692
6/21/2014,678
3/20/2011,832
4/30/2013,471
6/8/1983,971
11/29/2004,149
12/10/1993,512
8/27/1992,378
2/23/1988,183
6/30/1980,955
6/6/1985,406
6/8/2011,368
11/1/2002,953
12/14/1993,676
12/21/1980,378
9/29/1992,248
10/24/2000,452
5/21/2009,944
7/22/1996,48
6/20/1980,112
6/17/1998,762
10/23/1991,884
5/13/1980,260
7/27/2015,799
2/23/1986,888
12/21/2014,869
10/15/1981,980
4/13/2010,972
7/6/1995,19
6/6/1993,443
11/2/1995,902
7/21/1980,406
1/18/2012,685
8/10/1999,653
10/26/1980,596
8/5/2007,236
1/30/1987,129
12/10/1992,306
11/23/2005,592
11/5/2009,688
4/30/1983,601
6/8/1992,491
10/1/2006,107
7/24/1986,922
12/23/1984,388
8/7/1986,236
4/11/2014,328
2/12/1987,474
11/9/2012,438
2/28/2007,61
8/11/2018,812
8/28/1999,341
10/23/2013,859
5/24/1983,251
5/18/2007,251
3/26/2008,827
2/25/2005,794
6/29/1986,365
6/5/2007,639
9/3/1990,190
10/26/1987,468
8/28/2010,462
2/6/1983,733
12/25/2013,178
3/17/2007,299
7/26/2015,128
5/14/2005,447
2/4/2005,719
5/22/2017,713
5/1/2003,781
1/9/1983,485
10/7/2010,777
11/13/1994,461
4/25/1982,300
1/26/2019,941
3/4/1982,507
10/10/1992,953
12/12/2018,684
7/29/2012,147
10/12/2014,468
5/15/1993,96
3/11/1995,985
5/28/2003,726
4/1/1980,532
5/19/1994,962
7/29/2002,461
6/21/1984,927
9/3/1980,982
7/16/2006,589
5/5/1981,724
2/6/2002,644
9/23/1980,244
1/19/1987,694
4/24/2000,48
8/6/1988,498
8/9/2018,885
3/2/1986,767
4/26/1987,614
9/16/2006,19
3/13/1984,374
8/9/1984,877
7/19/2015,531
3/1/2006,844
4/21/1996,534
5/13/1984,601
6/17/2000,157
9/25/1986,753
6/2/2001,954
6/15/2015,321
8/20/1986,749
5/27/1997,427
7/1/1992,352
9/12/2018,680
8/22/2002,918
8/6/1994,589
8/8/1981,944
11/30/2010,385
10/13/1987,618
11/27/2009,574
10/11/1992,235
10/20/2010,287
7/22/1999,788
12/24/2017,469
11/4/1997,144
11/16/2017,778
1/13/1999,272
11/28/2014,880
8/4/2000,943
8/8/2008,261
3/11/2010,285
6/4/2004,140
4/18/1989,863
6/8/2012,501
11/1/1982,523
12/16/1981,268
8/10/1997,744
9/23/1985,882
1/26/2004,202
4/13/2016,513
6/22/2009,49
5/13/1999,626
5/20/1992,231
11/2/1980,791
5/21/2018,78
3/10/2005,746
5/21/2005,392
11/7/1999,0
10/12/1983,81
10/14/1988,719
9/19/2000,724
1/24/2004,641
5/17/1992,805
6/2/2007,113
7/1/2000,875
5/30/2011,709
5/21/1983,279
12/16/2001,473
3/23/1982,895
9/23/1981,979
2/27/2000,455
3/14/2009,82
1/6/1982,357
6/10/1988,870
7/19/2012,731
3/12/2008,145
6/15/1985,39
3/29/2011,645
2/15/1980,140
7/4/1998,352
7/7/2014,496
4/7/1991,261
10/24/1989,869
6/16/1986,30
1/30/2018,218
7/22/1984,592
6/6/2005,511
2/1/2012,253
8/10/2015,436
7/28/1992,983
6/29/2016,831
12/11/2004,945
4/11/2001,725
11/10/1999,365
8/7/2004,670
7/10/1983,698
9/22/2004,835
12/19/1990,541
2/13/1993,433
7/1/2004,323
3/18/2015,936
2/1/2019,777
7/1/2007,726
10/11/1981,455
1/21/2000,451
1/29/1992,903
5/7/1983,992
8/6/2003,444
4/18/1995,867
7/2/2002,862
4/4/2003,728
10/15/1997,576
9/1/1990,550
10/12/2016,3
8/14/2006,867
10/21/2011,163
12/24/1985,635
5/9/1989,785
7/9/1985,957
11/21/2010,963
8/25/2007,958
12/18/2014,884
5/13/2008,286
4/7/1981,965
9/19/1993,228
7/22/1992,233
12/29/2012,911
5/24/1980,656
5/21/1990,810
10/25/2015,925
9/29/1981,486
9/11/2001,594
12/14/2001,692
1/20/2004,81
1/24/1983,972
1/25/2008,924
11/16/1985,476
6/3/2007,994
10/4/2016,103
7/26/1994,939
10/12/1995,254
1/26/2013,369
6/20/2001,70
2/28/1981,734
7/6/2003,623
3/12/2014,601
6/23/2009,451
9/20/2016,499
4/11/1997,100
11/12/2001,341
11/22/2008,922
4/1/1996,1
8/21/2017,431
12/5/1999,243
12/24/1983,123
5/25/2004,502
5/17/1992,231
8/21/2006,101
3/23/1985,800
8/24/1997,780
11/8/2017,343
10/1/1987,274
4/12/1995,599
7/22/1986,684
5/11/1986,890
4/23/1981,1
4/3/2009,103
11/9/2016,363
6/4/2009,541
8/22/2016,558
3/5/1998,686
9/23/1981,266
4/9/2013,384
5/8/1984,362
6/10/1989,404
4/21/2015,450
9/9/2004,718
5/4/2010,539
9/22/2012,355
3/21/1981,998
8/8/2006,971
5/21/2000,825
5/30/2009,971
5/27/1984,551
8/10/2016,388
9/28/2013,39
10/10/1997,879
3/15/1981,913
6/15/1989,183
7/25/1989,540
3/1/1999,776
1/5/1999,477
7/23/1984,651
10/29/2011,582
5/19/1990,938
10/29/1988,752
8/22/2005,121
11/1/2013,730
7/1/1995,103
2/13/1998,338
9/15/2011,247
4/27/1998,433
12/5/2001,764
10/4/2010,597
12/14/1991,731
10/31/1986,94
6/6/1998,739
10/23/2018,223
12/31/1991,760
8/20/1994,670
3/22/2009,538
5/7/1993,256
11/16/2000,835
7/27/1981,967
10/24/2015,816
10/10/1993,661
5/13/2017,274
7/23/1987,0
2/22/1983,23
9/28/1993,781
8/17/2013,891
5/3/1983,669
8/20/1997,982
5/28/2013,921
5/13/2005,342
6/30/2007,535
1/14/2011,297
11/22/2011,51
3/17/1980,927
5/6/2017,759
4/9/2011,61
12/11/1999,402
1/25/2006,81
1/4/2016,819
1/6/2003,46
9/2/2006,741
7/23/1996,141
3/25/1981,403
3/16/1997,181
3/31/1996,451
7/31/1986,506
8/28/2012,323
3/4/2007,673
1/17/2001,6
5/21/2004,306
3/4/2005,674
4/2/2012,812
1/19/1991,919
8/16/2008,168
5/27/2011,519
2/14/1982,231
5/20/1982,215
11/12/1998,24
5/2/2013,49
7/21/1984,816
9/14/1994,91
2/5/2007,933
10/23/1996,573
4/7/1985,444
1/26/1981,718
2/24/2018,665
8/28/1986,672
2/19/2002,580
12/23/1998,247
11/19/1998,267
10/27/2002,363
2/16/1993,895
11/20/1982,680
3/2/2015,257
10/20/1988,285
4/24/2000,518
2/14/2014,987
11/3/2011,743
1/21/1985,502
9/4/2006,215
12/22/2000,101
5/30/1980,141
11/8/2014,492
3/26/2015,541
11/11/2011,392
9/12/1982,252
6/2/2009,57
9/5/2000,532
1/20/1997,418
4/8/1984,243
10/2/2009,5
8/19/1999,464
10/13/1987,664
9/22/2001,314
4/23/2018,559
1/22/1983,600
5/30/1996,867
7/26/2016,794
9/16/1985,162
3/1/2017,303
12/11/1984,364
9/20/2015,521
10/4/2003,63
8/6/1980,544
8/10/2002,720
5/16/2007,640
4/10/1998,647
4/11/1991,553
2/5/2018,240
12/1/2007,104
9/14/2014,176
7/11/2010,707
8/28/2007,131
5/1/1994,22
3/14/2016,89
9/25/2006,30
3/10/2015,727
11/15/1993,62
11/1/1987,129
3/8/2018,95
9/23/1995,989
1/18/2014,517
2/29/2004,450
5/4/1990,980
10/26/1997,578
10/22/1992,361
3/27/1987,511
5/23/2012,866
4/6/1995,486
12/14/2015,282
12/22/1995,503
1/9/2019,579
9/29/1982,163
1/21/2007,286
9/13/1988,937
6/1/1984,396
10/22/1988,890
7/25/1991,931
12/31/1988,933
12/3/2005,688
1/26/1987,416
4/3/2013,810
5/21/2015,150
2/12/1983,618
4/7/2005,743
10/16/1984,731
8/4/2007,715
2/27/1997,572
7/16/1991,83
4/14/2010,651
9/16/2009,585
3/20/1985,696
2/20/1993,49
2/27/2002,992
11/8/2008,435
9/27/1999,716
2/23/2009,464
10/28/2001,244
7/13/2007,575
7/4/2001,229
10/29/2005,676
7/2/1994,440
3/1/1986,202
4/20/2003,251
2/24/2017,875
7/21/2006,188
1/28/2008,15
1/29/2012,258
2/7/1987,989
8/23/1983,678
9/5/2008,164
5/4/2009,295
7/14/1989,586
4/16/1989,52
3/16/1999,467
4/12/1997,742
7/3/2013,299
9/27/1987,264
12/14/1985,391
4/21/1992,179
12/2/1991,727
3/20/1989,290
7/28/1984,840
6/15/1991,54
6/2/1990,481
1/11/1993,880
9/28/2003,327
7/17/2000,220
4/12/1985,891
1/22/1993,381
1/12/1994,495
3/30/2007,134
3/27/1995,370
4/5/2004,962
10/11/2005,461
11/14/1987,382
1/2/2015,328
7/24/2008,277
3/28/2018,5
1/27/2014,498
2/11/1981,54
6/14/2010,361
3/5/2001,768
10/15/2008,173
11/25/2008,290
4/25/2017,226
3/22/2005,16
7/6/1995,629
12/5/2003,921
4/14/2000,691
7/17/1999,364
5/27/1990,290
6/14/2006,242
10/14/2018,946
1/3/1999,240
3/22/2014,165
12/22/2002,123
10/31/2011,872
5/8/2007,154
1/25/2018,867
10/14/2005,367
3/10/1997,815
2/4/2007,418
11/21/1982,5
6/1/1982,257
4/10/2004,512
9/2/2008,365
6/4/1988,705
11/27/2002,861
2/8/2001,357
2/19/1998,218
6/11/1999,918
9/5/2015,108
10/6/2003,966
3/18/1983,602
1/13/1991,390
5/27/2018,112
4/23/1983,88
3/29/1997,630
6/12/2011,362
7/9/2017,844
7/6/2012,516
3/9/2002,171
5/16/2007,671
11/23/2009,972
5/31/2004,41
11/8/1982,959
8/26/2014,802
5/26/1988,347
2/11/2003,468
9/22/2015,80
12/30/2013,90
8/2/1987,858
4/3/2015,530
8/26/2018,266
11/29/1988,99
12/14/1986,412
10/19/2005,362
1/7/1985,214
3/12/1997,508
6/2/1983,517
2/20/1996,289
10/10/2002,213
2/13/2011,641
3/8/1992,257
2/19/2019,837
10/9/1998,800
11/8/2010,394
12/22/1984,149
12/11/2015,690
1/8/1996,922
5/4/1981,936
3/17/1990,50
12/18/2004,117
10/27/1981,954
6/24/1985,221
3/9/1996,754
11/1/2014,316
4/22/1996,289
10/7/2011,584
1/25/1986,246
4/22/2005,365
6/26/2018,357
12/3/1984,120
1/20/1999,727
1/5/2007,15
5/28/2011,654
11/11/2007,756
6/18/2010,963
10/8/2009,927
6/6/1984,383
10/21/2009,253
9/11/1996,803
5/23/2013,21
8/31/1996,515
12/18/1992,191
5/20/1988,310
5/21/2002,63
10/11/1991,66
10/25/1986,34
9/12/1997,532
7/19/2002,146
8/15/2009,412
4/22/2013,184
9/6/2000,826
4/30/2009,718
3/8/2002,979
9/19/2008,488
5/4/1991,128
5/27/2005,824
12/10/2012,269
5/7/2009,949
8/31/2005,40
4/27/1994,804
2/9/2004,60
1/14/1999,884
10/8/2018,479
5/9/1991,623
10/3/2014,241
3/31/1988,559
2/28/1992,593
8/31/2013,376
9/23/2001,613
3/22/2002,293
8/5/2012,883
9/11/2009,172
6/24/1998,904
9/29/1986,271
1/22/1993,692
3/16/2000,499
11/9/2001,277
5/27/1991,302
4/10/1986,278
6/27/1986,717
8/4/2001,83
9/14/2010,885
1/27/1996,871
11/10/1990,733
3/28/2013,133
4/21/2014,863
6/2/2017,983
1/29/1982,341
5/3/2012,557
7/23/2018,548
8/28/1993,762
4/26/1991,229
4/28/1983,240
5/8/2002,704
7/3/1990,197
4/23/1986,846
1/30/2005,900
7/3/1982,468
12/9/1999,245
1/9/2019,481
7/6/1997,677
6/12/2002,435
7/20/2003,278
7/12/1989,487
4/13/2016,941
6/28/1994,429
12/11/2005,979
6/16/2016,189
7/30/2014,440
11/29/1989,371
8/22/1981,302
1/17/1989,753
6/30/1981,812
11/9/1982,435
8/15/2008,726
11/10/2011,453
9/2/1991,718
5/17/2015,158
10/30/2001,851
2/27/2018,812
10/25/2009,745
7/25/1983,196
2/13/1981,752
11/26/1999,52
11/15/1987,524
10/25/2001,0
11/12/2000,661
11/26/2010,844
8/13/2016,611
11/22/2013,917
11/30/2015,309
7/25/1997,885
5/25/2009,997
7/13/2008,122
3/18/2016,129
3/7/2014,895
5/16/1990,645
7/28/1986,206
12/6/1988,223
5/20/1981,966
2/8/2009,785
3/14/2013,584
6/13/2013,555
7/27/1980,404
10/8/2015,938
4/27/2009,564
5/24/2007,566
8/20/1985,184
12/11/1981,415
7/23/2001,516
10/7/1990,304
8/6/1997,918
12/7/2016,864
7/9/1982,531
12/25/1981,231
9/4/1980,275
9/28/2015,599
12/4/1995,16
6/27/2017,767
10/22/1987,629
1/9/1988,257
6/20/2010,679
9/14/1982,815
10/16/2018,337
9/14/2010,920
1/28/1987,442
2/11/1987,114
6/17/2011,347
4/2/2005,666
11/19/2015,837
8/9/1982,394
4/26/2006,944
9/30/1993,129
1/22/2002,589
4/27/2004,800
2/19/1982,178
11/7/2014,301
8/19/1987,900
8/28/2013,525
11/7/2006,448
6/20/1986,310
8/23/2018,809
8/14/2007,847
1/27/2002,989
6/4/1991,680
6/11/2005,908
10/1/1995,141
2/2/2015,67
2/24/2015,786
8/21/1980,255
2/14/2008,808
7/28/1993,371
9/18/1994,626
6/1/1999,252
3/30/1997,872
5/21/1993,442
1/10/1990,68
2/14/1988,313
12/23/2016,848
10/31/2009,100
9/23/1981,811
6/19/2013,815
5/29/2012,455
4/7/1997,934
11/13/1982,855
3/28/1984,508
5/22/2014,513
1/25/1982,848
8/26/1997,878
8/19/1993,805
5/6/1993,767
11/15/1995,265
12/1/1988,595
10/25/2009,549
10/6/2008,321
9/30/1998,680
5/19/1982,150
2/2/1984,498
2/17/1999,466
8/3/1989,912
12/18/1989,713
3/31/1983,310
12/13/1998,233
4/23/2003,400
5/10/2014,947
8/22/1987,711
9/23/1988,371
7/28/2001,478
11/25/1993,385
10/28/1983,981
10/30/1986,639
11/29/2017,459
2/23/1998,43
7/17/1997,971
2/20/2009,317
7/22/2014,759
6/18/1981,34
12/22/2017,112
7/13/2016,979
8/22/1985,820
8/4/1989,301
12/14/1998,824
4/13/2016,146
10/4/2012,439
2/3/2010,74
5/28/1993,864
6/23/1994,747
3/10/1985,707
6/8/1982,250
1/26/2014,725
2/25/1998,311
10/31/2003,289
12/13/1985,16
4/3/1996,568
4/1/2015,91
3/1/2013,503
4/30/1985,740
12/5/1980,760
1/20/2019,756
2/17/1995,937
3/22/2009,412
1/4/1990,858
7/4/1999,603
2/7/2002,194
7/10/2002,107
12/15/1994,965
5/19/1981,811
8/9/2013,411
3/16/2010,149
9/14/2004,238
